ehdokasnumero,ehdokasnimi,ääniä,vaaliliitto,vaaliliiton id
115,"Tahiri, Elsa",18,HYAL Keskustakampus,6
116,"Weidenbacher, Eveliina",21,HYAL Keskustakampus,6
117,"Alitalo, Janita",81,HYAL Viikki-Kumpula-Meikku,10
118,"Andersson, Kaisa",35,HYAL Viikki-Kumpula-Meikku,10
119,"Belahcen, Delila",42,HYAL Viikki-Kumpula-Meikku,10
120,"Gardner, Matt",20,HYAL Viikki-Kumpula-Meikku,10
121,"Grönlund, Helmi",2,HYAL Viikki-Kumpula-Meikku,10
122,"Hartikainen, Oona",49,HYAL Viikki-Kumpula-Meikku,10
123,"Isomeri, Jessika",18,HYAL Viikki-Kumpula-Meikku,10
124,"Jaakonsaari, Jesse",40,HYAL Viikki-Kumpula-Meikku,10
125,"Kaskikallio, Ella",8,HYAL Viikki-Kumpula-Meikku,10
126,"Katajisto, Mila",6,HYAL Viikki-Kumpula-Meikku,10
127,"Kaya, Ayda",37,HYAL Viikki-Kumpula-Meikku,10
128,"Kirkinen, Tuuli",3,HYAL Viikki-Kumpula-Meikku,10
129,"Koivu, Aukusti 'Aga'",36,HYAL Viikki-Kumpula-Meikku,10
130,"Kujala, Nicholas",12,HYAL Viikki-Kumpula-Meikku,10
131,"Moisio, Ilmari",142,HYAL Viikki-Kumpula-Meikku,10
132,"Mäki-Mikola, Pekka",45,HYAL Viikki-Kumpula-Meikku,10
133,"Oiling, Alexander",7,HYAL Viikki-Kumpula-Meikku,10
134,"Pellinen, Mikko",16,HYAL Viikki-Kumpula-Meikku,10
135,"Rihko, Helmi",82,HYAL Viikki-Kumpula-Meikku,10
136,"Rönn, Jonna",31,HYAL Viikki-Kumpula-Meikku,10
137,"Toivo, Helmiina",28,HYAL Viikki-Kumpula-Meikku,10
138,"Vepsäläinen, Taki",36,HYAL Viikki-Kumpula-Meikku,10
139,"Verho, Eero",40,HYAL Viikki-Kumpula-Meikku,10
140,"Ylitalo, Turo",37,HYAL Viikki-Kumpula-Meikku,10
141,"Kalman, Viggo",21,Svenska Nationer och Ämnesföreningar,4
142,"Lindeberg, Elsa",28,Svenska Nationer och Ämnesföreningar,4
143,"Kainulainen, Tuukka",28,Svenska Nationer och Ämnesföreningar,4
144,"Cederlöf, Dan",11,Svenska Nationer och Ämnesföreningar,4
145,"Stenman, Otto",67,Svenska Nationer och Ämnesföreningar,4
146,"Jensén, Joar",43,Svenska Nationer och Ämnesföreningar,4
147,"Jokinen, Ben",23,Svenska Nationer och Ämnesföreningar,4
148,"Palmqvist, Anna",7,Svenska Nationer och Ämnesföreningar,4
149,"Lundström, Minea",4,Svenska Nationer och Ämnesföreningar,4
150,"Ojala, Emma",39,Svenska Nationer och Ämnesföreningar,4
151,"Fagerholm, Selma",31,Svenska Nationer och Ämnesföreningar,4
152,"Lepola, Ella",45,Svenska Nationer och Ämnesföreningar,4
153,"Widd, Casper",3,Svenska Nationer och Ämnesföreningar,4
154,"Holm, Jakob",18,Svenska Nationer och Ämnesföreningar,4
155,"Lillhannus, Mirjam",9,Svenska Nationer och Ämnesföreningar,4
156,"Slöör, Ida",23,Svenska Nationer och Ämnesföreningar,4
157,"Paakkonen, Sofia",28,Svenska Nationer och Ämnesföreningar,4
158,"Hlushchuk, Katherine",24,Svenska Nationer och Ämnesföreningar,4
159,"Lindholm, Sofia",12,Svenska Nationer och Ämnesföreningar,4
161,"Majuri, Benedict",9,Svenska Nationer och Ämnesföreningar,4
162,"Grangärd, Jenny",7,Svenska Nationer och Ämnesföreningar,4
163,"Blomander, Nicolina",7,Svenska Nationer och Ämnesföreningar,4
164,"Sandell, Emelie",11,Svenska Nationer och Ämnesföreningar,4
165,"Ekman, Edvin",46,Svenska Nationer och Ämnesföreningar,4
166,"Hanhirova, Emilia",6,Svenska Nationer och Ämnesföreningar,4
167,"Eklund, Emil",8,Svenska Nationer och Ämnesföreningar,4
168,"Peltonen, Benjamin",29,Svenska Nationer och Ämnesföreningar,4
169,"Karjalainen, Emma",8,Svenska Nationer och Ämnesföreningar,4
170,"Zilliacus, Alva",8,Svenska Nationer och Ämnesföreningar,4
171,"Zilliacus, Einar",5,Svenska Nationer och Ämnesföreningar,4
172,"Broända, Anton",4,Svenska Nationer och Ämnesföreningar,4
173,"Häggblom, Rebecca",10,Svenska Nationer och Ämnesföreningar,4
175,"Lindberg, Mikaela",13,Svenska Nationer och Ämnesföreningar,4
176,"Brenner, Lydia",22,Svenska Nationer och Ämnesföreningar,4
177,"Castrén, Sauli",1,Osakunnat 1,8
178,"Hietaharju, Atte",4,Osakunnat 1,8
180,"Keinänen, Satu",5,Osakunnat 1,8
181,"Kivelä, Lauri",32,Osakunnat 1,8
182,"Kortelainen, Essi",2,Osakunnat 1,8
183,"Lauttaanaho, Leevi",9,Osakunnat 1,8
184,"Leinikki, Aleksi 'Leinari'",5,Osakunnat 1,8
185,"Lindh, Aleksanteri",2,Osakunnat 1,8
186,"Ojanperä, Erika",2,Osakunnat 1,8
187,"Penttinen, Aapo",38,Osakunnat 1,8
188,"Randén, Jasmin",5,Osakunnat 1,8
189,"Rautiainen, Sara",18,Osakunnat 1,8
190,"Romanowski, Paul",5,Osakunnat 1,8
191,"Sipilä, Eetu",18,Osakunnat 1,8
192,"Vita, Doris",5,Osakunnat 1,8
193,"Ikonen, Heta",13,Osakunnat 1,8
194,"Kilpeläinen, Aino",31,Osakunnat 1,8
195,"Nieminen, Sanni",23,Osakunnat 1,8
196,"Penttinen, Visa",15,Osakunnat 1,8
197,"Suominen, Sanni",7,Osakunnat 1,8
198,"Väisälä, Laura",3,Osakunnat 1,8
199,"Palmulaakso, Juuso",16,Osakunnat 1,8
200,"Tuominen, Niko",3,Osakunnat 1,8
201,"Kaskinen, Olli-Aaron",3,Osakunnat 1,8
202,"Kilpeläinen, Ansa",2,Osakunnat 1,8
203,"Kivimäki, Seppo",9,Osakunnat 1,8
204,"Kovanen, Ville-Eemeli",5,Osakunnat 1,8
205,"Pellinen, Matti",32,Osakunnat 1,8
206,"Ranta, Matilda",19,Osakunnat 1,8
207,"Roiha, Ulriikka",25,Osakunnat 1,8
208,"Tanhola, Jaakko",4,Osakunnat 1,8
209,"Heikkilä, Joel",11,Osakunnat 2,14
210,"Kettunen, Anniina",26,Osakunnat 2,14
211,"Kivinen, Niko",22,Osakunnat 2,14
212,"Koistinen, Lassi",19,Osakunnat 2,14
213,"Lamberg, Benjamin",21,Osakunnat 2,14
214,"Molin, Niko",3,Osakunnat 2,14
215,"Taipale, Eero",13,Osakunnat 2,14
216,"Taipale, Suvi",9,Osakunnat 2,14
217,"Hakala, Eero",15,Osakunnat 2,14
218,"Heino, Henna",19,Osakunnat 2,14
219,"Terho, Iikka",5,Osakunnat 2,14
220,"Kienokoski, Jarkko",10,Osakunnat 2,14
221,"Majaharju, Rafael",5,Osakunnat 2,14
222,"Nevanlinna, Paavo",3,Osakunnat 2,14
223,"Puska, Antti",10,Osakunnat 2,14
224,"Enckell, Casper",22,Osakunnat 2,14
225,"Häikiö, Hannu",2,Osakunnat 2,14
226,"Liesalho, Erik",5,Osakunnat 2,14
227,"Niva-Vesala, Iida",24,Osakunnat 2,14
228,"Olkkonen, Topias",7,Osakunnat 2,14
229,"Vikeväinen, Lauri",4,Osakunnat 2,14
230,"Aalto, Pekka",38,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
231,"Aarnio, Emil",31,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
232,"Avoranta, Antti",17,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
233,"Brandt, Anders",15,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
234,"Flinkkilä, Helmi",64,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
235,"Foster, Oona",6,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
236,"Haavisto, Jami",19,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
237,"Heikkinen, Johannes",34,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
238,"Honkanen, Hilla",28,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
239,"Högdal, May",16,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
240,"Ilonen, Lotta",33,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
241,"Jaatinen, Vilma",15,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
242,"Kontinen, Hilla",130,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
243,"Kopperoinen, Petja",2,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
244,"Kortelainen, Tommi",6,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
245,"Koskinen, Julius",20,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
246,"Kovanen, Teemu",26,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
247,"Käyhkö, Oona",36,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
248,"Lassila, Tilda",39,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
249,"Leinonen, Santeri",28,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
250,"Lindi, Konsta",14,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
251,"Lipponen, Joonas",57,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
252,"Liukkonen, Tia",3,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
253,"Lökström, Dodo",14,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
254,"Mähönen, Anni",23,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
255,"Naalisvaara, Sonja",35,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
256,"Oksanen, Jonna",10,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
257,"Palokallio, Miro",7,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
258,"Peltola, Saga",34,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
259,"Pelttari, Kerkko 'Xylix'",16,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
260,"Pihlamo, Jutta",11,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
261,"Pirkhezri, Hero",13,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
262,"Presnukhina, Anja",16,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
263,"Pykäläinen, Helmi",33,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
264,"Pylkkö, Alli",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
265,"Pöllänen, Olli",12,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
266,"Rauhala, Eemil",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
267,"Raulamo, Inga",13,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
268,"Raunio, Eetu",73,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
269,"Sankala, Alisa",47,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
270,"Serrano Lopez, Marta",29,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
271,"Smith, Oscar",33,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
272,"Soljua, Salmi",14,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
273,"Stråhlmann, Anna-Julia",84,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
274,"Söderholm, Emmi",2,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
275,"Tammekann, Samuel",11,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
276,"Touma van der Meulen, Eugenie",66,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
277,"Tuomainen, Anni Juulia",58,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
278,"Valavuo, Seelim",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
279,"Virta, Aaro",12,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
280,"Väisänen, Jukka",7,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
281,"Watson, Oliver",57,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
282,"Ylikoski-Manninen, Osmo",32,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
283,"Ålander, Verde",18,HYYn Vihreät - De Gröna vid HUS - UH Greens,3
284,"Aarnio, Kaisla",103,Sitoutumaton Vasemmisto,12
285,"Ahlgren, Veera",39,Sitoutumaton Vasemmisto,12
286,"Ahokas, Atte",42,Sitoutumaton Vasemmisto,12
287,"Alaluusua, Erica",24,Sitoutumaton Vasemmisto,12
288,"Alapappila, Ada",18,Sitoutumaton Vasemmisto,12
289,"Avela, Jona",8,Sitoutumaton Vasemmisto,12
290,"Bister, Sakari",128,Sitoutumaton Vasemmisto,12
291,"Eerola, Nikola",33,Sitoutumaton Vasemmisto,12
292,"Gurov, Vitaliy",77,Sitoutumaton Vasemmisto,12
293,"Gusatinsky, Benjamin",7,Sitoutumaton Vasemmisto,12
294,"Haimi, Toivo",49,Sitoutumaton Vasemmisto,12
295,"Hakala, Nea",46,Sitoutumaton Vasemmisto,12
296,"Harakka, Valtteri",21,Sitoutumaton Vasemmisto,12
297,"Heimo, R.",79,Sitoutumaton Vasemmisto,12
298,"Heinonen, Anna",26,Sitoutumaton Vasemmisto,12
299,"Heinonen, Marianna",43,Sitoutumaton Vasemmisto,12
300,"Jalonen, Olli",89,Sitoutumaton Vasemmisto,12
301,"Jokihaara, Ronja",44,Sitoutumaton Vasemmisto,12
302,"Juss, Aslak",17,Sitoutumaton Vasemmisto,12
303,"Kaavinen, Senni",79,Sitoutumaton Vasemmisto,12
304,"Kaijansinkko, Antti",49,Sitoutumaton Vasemmisto,12
305,"Kaljula, Miia",15,Sitoutumaton Vasemmisto,12
306,"Kallioinen, Oskari",42,Sitoutumaton Vasemmisto,12
307,"Kasongo, Jenny",161,Sitoutumaton Vasemmisto,12
308,"Kemppainen, Jaakko",63,Sitoutumaton Vasemmisto,12
309,"Kilpinen, Tiia-Roosa",13,Sitoutumaton Vasemmisto,12
310,"Kotiharju, Emmi",7,Sitoutumaton Vasemmisto,12
312,"Laakkonen, Henry",40,Sitoutumaton Vasemmisto,12
313,"Lampinen, Aati",11,Sitoutumaton Vasemmisto,12
314,"Lehtinen, Venla",42,Sitoutumaton Vasemmisto,12
315,"Leskinen, Vivian",1,Sitoutumaton Vasemmisto,12
316,"Mononen, Heikki",14,Sitoutumaton Vasemmisto,12
317,"Niiranen, Johanna",4,Sitoutumaton Vasemmisto,12
318,"Nurmi, Sohvi",16,Sitoutumaton Vasemmisto,12
319,"Oksanen, Alex",38,Sitoutumaton Vasemmisto,12
320,"Oksanen, Nikolai",7,Sitoutumaton Vasemmisto,12
321,"Parkkonen, Pekka",16,Sitoutumaton Vasemmisto,12
322,"Pentikäinen, Viena",86,Sitoutumaton Vasemmisto,12
323,"Pihlajamäki, Timo",20,Sitoutumaton Vasemmisto,12
324,"Rajala, Jonna",46,Sitoutumaton Vasemmisto,12
325,"Roisin, Tomas",41,Sitoutumaton Vasemmisto,12
326,"Salo, Ilmari",6,Sitoutumaton Vasemmisto,12
327,"Savolainen, Lassi",9,Sitoutumaton Vasemmisto,12
328,"Schaller, Anna-Sofia",3,Sitoutumaton Vasemmisto,12
329,"Seppälä, Kerttu",3,Sitoutumaton Vasemmisto,12
330,"Sorsa, Tarmo",66,Sitoutumaton Vasemmisto,12
331,"Suihkonen, Tuomas",16,Sitoutumaton Vasemmisto,12
332,"Swahne, Vilma",22,Sitoutumaton Vasemmisto,12
333,"Säkkinen, Taija",68,Sitoutumaton Vasemmisto,12
334,"Tilus, Otso",16,Sitoutumaton Vasemmisto,12
335,"Tommiska, Nikodemus",10,Sitoutumaton Vasemmisto,12
336,"Touhonen, Kasper",4,Sitoutumaton Vasemmisto,12
337,"Tuisku, Maria",4,Sitoutumaton Vasemmisto,12
338,"Törmi, Verneri",12,Sitoutumaton Vasemmisto,12
339,"Vainio, Anni",16,Sitoutumaton Vasemmisto,12
340,"Viitala, Seela",19,Sitoutumaton Vasemmisto,12
341,"Vuorinen, Pinja",47,Sitoutumaton Vasemmisto,12
342,"Weselius, Armas",56,Sitoutumaton Vasemmisto,12
343,"Ylhäisi, Matti",91,Sitoutumaton Vasemmisto,12
344,"Ohrankämmen, Ella",84,HELP HLKS/LKS,7
345,"Sääski, Vilma",20,HELP HLKS/LKS,7
346,"Hasnat, Saika",8,HELP HLKS/LKS,7
347,"Heikkinen, Ilari",49,HELP HLKS/LKS,7
348,"Huovinen, Samu",76,HELP HLKS/LKS,7
349,"Lehti, Iiro",42,HELP HLKS/LKS,7
350,"Nuutinen, Milka",63,HELP HLKS/LKS,7
351,"Pesonen, Pentti",97,HELP HLKS/LKS,7
352,"Puskala, Lotta",8,HELP HLKS/LKS,7
353,"Rantala, Annika",45,HELP HLKS/LKS,7
354,"Turunen, Laura",15,HELP HLKS/LKS,7
355,"Vuorilehto, Alisa",8,HELP HLKS/LKS,7
356,"Hemming, Anni",44,HELP EKY/YFK,9
357,"Hämäläinen, Venla",153,HELP EKY/YFK,9
358,"Lehmus, Anniina",31,HELP EKY/YFK,9
359,"Nikolajev, Aleksei",95,HELP EKY/YFK,9
360,"Pietilä, Alexander",18,HELP EKY/YFK,9
361,"Westerling, Matias",2,HELP EKY/YFK,9
362,"Ylänen, Aaro",7,HELP EKY/YFK,9
363,"Försti, Juuso",42,HELP Pykälä/Codex/Justus,13
364,"Honkanen, Juunia",25,HELP Pykälä/Codex/Justus,13
365,"Oravainen, Sari",29,HELP Pykälä/Codex/Justus,13
366,"Räty, Alvar",21,HELP Pykälä/Codex/Justus,13
367,"Turunen, Jesse",27,HELP Pykälä/Codex/Justus,13
368,"Aminoff, Christoffer",29,HELP Pykälä/Codex/Justus,13
369,"Eronen, Sofia",9,HELP Pykälä/Codex/Justus,13
370,"Finne, Ebbe",64,HELP Pykälä/Codex/Justus,13
371,"Järvinen, Roope",7,HELP Pykälä/Codex/Justus,13
372,"Lindholm, Nea",1,HELP Pykälä/Codex/Justus,13
373,"Paulsson, Daniela",5,HELP Pykälä/Codex/Justus,13
374,"Simola, Richard",9,HELP Pykälä/Codex/Justus,13
375,"Wegelius, Robin",6,HELP Pykälä/Codex/Justus,13
32,"Vettenniemi, Jaakko",0,Kokoomus,2
160,"Karlsson, Sebastian",0,Svenska Nationer och Ämnesföreningar,4
174,"Åslin Iden, Lucas",0,Svenska Nationer och Ämnesföreningar,4
179,"Huolman, Eva",0,Osakunnat 1,8
311,"Kääntee, Laura",0,Sitoutumaton Vasemmisto,12
