ehdokasnumero,ehdokasnimi,ääniä,vaaliliitto,vaaliliiton id
157,"Ylhäisi, Matti",70,Sitoutumaton vasemmisto,4
158,"Aalto, Pekka",11,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
159,"Aarnio, Emil",20,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
160,"Arjona Galvez, Guillermo",13,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
161,"Avoranta, Antti",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
162,"Bhatia, Riina",16,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
163,"Flinkkilä, Helmi",45,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
164,"Frangén, Frans",37,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
165,"Haavisto, Jami",4,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
166,"Heikkinen, Johannes",47,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
167,"Honkanen, Hilla",52,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
168,"Högdal, May",10,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
169,"Ilonen, Lotta",22,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
170,"Jaatinen, Vilma",4,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
171,"Kapanen, Otto",13,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
172,"Kellomäki, Armin",26,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
173,"Kontinen, Hilla",147,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
174,"Koskinen, Julius",38,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
175,"Lassila, Tilda",15,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
176,"Lindi, Konsta",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
177,"Liukkonen, Tia",4,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
178,"Lökström, Dodo",8,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
179,"Nurminen, Eveliina",10,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
180,"Orava, Aino",24,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
181,"Parkkari, Toivo",22,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
182,"Partanen, Aada",17,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
183,"Peltola, Saga",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
184,"Pienkuukka, Jenna",9,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
185,"Presnukhina, Anja",14,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
186,"Raunio, Eetu",53,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
187,"Rowley, Michonne Dulcero",22,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
188,"Sankala, Alisa",42,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
189,"Serrano López, Marta",34,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
190,"Smith, Oscar",50,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
191,"Soljua, Salmi",10,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
192,"Sulkanen, Oliver",7,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
193,"Söderholm, Emmi",4,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
194,"Tammekann, Samuel",11,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
195,"Tuomainen, Anni Juulia",37,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
196,"Valavuo, Seelim",3,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
197,"van der Meer, Johan",11,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
198,"Virta, Aaro",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
199,"Väisänen, Jukka",5,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
200,"Watson, Oliver",31,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
201,"Zheng, Oskari",20,HYYn Vihreät - De Gröna vid HUS - UH Greens,10
202,"Kuuskorpi, Miku",13,HYYn Demariopiskelijat ja sitoutumattomat,12
203,"Hietanen, Lauri",14,HYYn Demariopiskelijat ja sitoutumattomat,12
204,"Kurtti, Ville",4,HYYn Demariopiskelijat ja sitoutumattomat,12
205,"Palm, Aino",5,HYYn Demariopiskelijat ja sitoutumattomat,12
206,"Asuma, Kaapo",1,HYYn Demariopiskelijat ja sitoutumattomat,12
207,"Schönberger, Tim",8,HYYn Demariopiskelijat ja sitoutumattomat,12
208,"Kutvonen, Mitro",25,HYYn Demariopiskelijat ja sitoutumattomat,12
209,"Meriluoto, Dora",1,HYYn Demariopiskelijat ja sitoutumattomat,12
210,"Nevalainen, Susanna",24,HYYn Demariopiskelijat ja sitoutumattomat,12
211,"Rauhala, Elina",33,HYYn Demariopiskelijat ja sitoutumattomat,12
212,"Kuusipalo, Saana",26,HYYn Demariopiskelijat ja sitoutumattomat,12
213,"Perera, Sandali",31,HYYn Demariopiskelijat ja sitoutumattomat,12
214,"Karlsson, Anette",12,HYYn Demariopiskelijat ja sitoutumattomat,12
215,"Nahkuri, Miia",11,HYYn Demariopiskelijat ja sitoutumattomat,12
216,"Shemeikka, Benjamin",9,HYYn Demariopiskelijat ja sitoutumattomat,12
217,"Väisänen, Sandra",2,HYYn Demariopiskelijat ja sitoutumattomat,12
218,"Nieminen, Alise",14,HYYn Demariopiskelijat ja sitoutumattomat,12
219,"Gonzalez, Jean Antoine",14,HYY International - iHYY,15
220,"Mostarin, Marjia",15,HYY International - iHYY,15
221,"Hasan, Md Arafat",6,HYY International - iHYY,15
222,"Mäntynen, Joona",22,Murros - konservatiiviset opiskelijat,14
223,"Huttunen, Valter",25,Murros - konservatiiviset opiskelijat,14
224,"Heikkonen, Christian",8,Murros - konservatiiviset opiskelijat,14
225,"Tuppurainen, Joosua",29,Murros - konservatiiviset opiskelijat,14
226,"Eiden, Paavo",23,Murros - konservatiiviset opiskelijat,14
227,"Heikkonen, Iida",24,Murros - konservatiiviset opiskelijat,14
228,"Nummelin, Elias",9,Murros - konservatiiviset opiskelijat,14
229,"Ihalainen, Hannes",24,Murros - konservatiiviset opiskelijat,14
230,"Siukola, Siina",25,Murros - konservatiiviset opiskelijat,14
231,"Lahtinen, Teemu",7,Murros - konservatiiviset opiskelijat,14
232,"Slivinskiy, Daniel",13,Murros - konservatiiviset opiskelijat,14
233,"Solehmainen, Jukka",9,Murros - konservatiiviset opiskelijat,14
234,"Narikka, Melker",19,Murros - konservatiiviset opiskelijat,14
235,"Aho, Hermanni",62,HELP - HLKS/LKS,3
236,"Ahoniemi, Tuomas",26,HELP - HLKS/LKS,3
237,"Kaakinen, Claudia",19,HELP - HLKS/LKS,3
238,"Malinen, Janita",57,HELP - HLKS/LKS,3
239,"Alanko, Elsa",41,HELP - HLKS/LKS,3
240,"Hanhela, Salla",37,HELP - HLKS/LKS,3
241,"Huovinen, Samu",47,HELP - HLKS/LKS,3
242,"Muukkonen, Topias",59,HELP - HLKS/LKS,3
243,"Nuottanen, Pyry",19,HELP - HLKS/LKS,3
244,"Pesonen, Pentti",111,HELP - HLKS/LKS,3
245,"Rantala, Annika",38,HELP - HLKS/LKS,3
246,"Skyttä, Akusti",42,HELP - HLKS/LKS,3
247,"de Graaf, Hilkka",30,HELP - EKY/YFK,9
248,"Hemming, Anni",39,HELP - EKY/YFK,9
249,"Kannela, Petra",54,HELP - EKY/YFK,9
250,"Pietiläinen, Lauri",80,HELP - EKY/YFK,9
251,"Nikolajev, Aleksei",114,HELP - EKY/YFK,9
252,"Pietilä, Alexander",46,HELP - EKY/YFK,9
253,"Anttonen, Tuukka",13,HELP - Pykälä/Codex/Justus,11
254,"Försti, Juuso",52,HELP - Pykälä/Codex/Justus,11
255,"Holopainen, Aapo",16,HELP - Pykälä/Codex/Justus,11
256,"Honkanen, Juunia",17,HELP - Pykälä/Codex/Justus,11
257,"Iirola, Emil",10,HELP - Pykälä/Codex/Justus,11
258,"Kytömäki, Miikka",11,HELP - Pykälä/Codex/Justus,11
259,"Lehvilä, Oskari",9,HELP - Pykälä/Codex/Justus,11
260,"Määttänen, Eemeli",1,HELP - Pykälä/Codex/Justus,11
261,"Remes, Eero-Juhani",3,HELP - Pykälä/Codex/Justus,11
262,"Räty, Alvar",12,HELP - Pykälä/Codex/Justus,11
263,"Römpötti, Pinu",6,HELP - Pykälä/Codex/Justus,11
264,"Sahi, Aaro",53,HELP - Pykälä/Codex/Justus,11
265,"Sammalniemi, Carita",21,HELP - Pykälä/Codex/Justus,11
266,"Ylikoski, Aili",9,HELP - Pykälä/Codex/Justus,11
267,"Bremer, Luna",27,HELP - Pykälä/Codex/Justus,11
268,"Finne, Ebbe",24,HELP - Pykälä/Codex/Justus,11
269,"Granö, Siri",8,HELP - Pykälä/Codex/Justus,11
270,"Lindfors, Ava",45,HELP - Pykälä/Codex/Justus,11
271,"Paulsson, Daniela",5,HELP - Pykälä/Codex/Justus,11
272,"Söderholm, Sofia",8,HELP - Pykälä/Codex/Justus,11
273,"Timonen, Linnea",110,HELP - Pykälä/Codex/Justus,11
274,"Alitalo, Janita",68,HYAL Viikki-Kumpula-Meikku,5
275,"Argillander, Mio",27,HYAL Viikki-Kumpula-Meikku,5
276,"Averio, Matti",2,HYAL Viikki-Kumpula-Meikku,5
277,"Belahcen, Delila",35,HYAL Viikki-Kumpula-Meikku,5
278,"Cruz Font, Matias",30,HYAL Viikki-Kumpula-Meikku,5
279,"Guerin Heinrichs, Antoine",57,HYAL Viikki-Kumpula-Meikku,5
280,"Hartikainen, Oona",39,HYAL Viikki-Kumpula-Meikku,5
281,"Kirkinen, Tuuli",1,HYAL Viikki-Kumpula-Meikku,5
282,"Kujala, Adam",56,HYAL Viikki-Kumpula-Meikku,5
283,"Laaksonen, Aki",7,HYAL Viikki-Kumpula-Meikku,5
284,"Laasonen, Emma",32,HYAL Viikki-Kumpula-Meikku,5
285,"Moisio, Ilmari",109,HYAL Viikki-Kumpula-Meikku,5
286,"Pellinen, Mikko",4,HYAL Viikki-Kumpula-Meikku,5
287,"Rönn, Jonna",28,HYAL Viikki-Kumpula-Meikku,5
288,"Saaranen, Markus",55,HYAL Viikki-Kumpula-Meikku,5
289,"Schymiczek, Jeff",22,HYAL Viikki-Kumpula-Meikku,5
290,"Toivo, Helmiina",14,HYAL Viikki-Kumpula-Meikku,5
291,"Tuomola, Maria",46,HYAL Viikki-Kumpula-Meikku,5
292,"Vainio, Laura",4,HYAL Viikki-Kumpula-Meikku,5
293,"Verho, Eero",18,HYAL Viikki-Kumpula-Meikku,5
294,"Ahorinta, Asmo",24,HYAL Keskusta,6
295,"Gorostiaga, Aitana",16,HYAL Keskusta,6
296,"Grönroos, Aapo",5,HYAL Keskusta,6
297,"Heiniö, Larissa",14,HYAL Keskusta,6
298,"Hämäläinen, Tuuli",4,HYAL Keskusta,6
299,"Jalonen, Arttu",14,HYAL Keskusta,6
300,"Jyrämä, Anna",10,HYAL Keskusta,6
301,"Ketokoski, Minna",4,HYAL Keskusta,6
302,"Loitsu, Satu",1,HYAL Keskusta,6
303,"Mikkelä, Nea",15,HYAL Keskusta,6
304,"Mäki, Tommi",24,HYAL Keskusta,6
305,"Niskala, Venla",15,HYAL Keskusta,6
306,"Pulli, Petra",18,HYAL Keskusta,6
307,"Quednau, Vanessa",30,HYAL Keskusta,6
308,"Rahman, Kazi",28,HYAL Keskusta,6
309,"Rissanen, Joona",4,HYAL Keskusta,6
310,"Tahiri, Elsa",5,HYAL Keskusta,6
311,"Tahiri, Süreyya",14,HYAL Keskusta,6
312,"Vismanen, Jori",17,HYAL Keskusta,6
313,"Weidenbacher, Eveliina",20,HYAL Keskusta,6
314,"Vesto, Carla",9,Kokoomus,2
315,"Perälä, Onni",12,Kokoomus,2
316,"Nieminen, Matias",10,Kokoomus,2
317,"Kurvits, Karolin",16,Kokoomus,2
318,"Soivio, Miro",2,Kokoomus,2
319,"Lehtonen, Akseli",40,Kokoomus,2
320,"Pulliainen, Joonas",2,Kokoomus,2
321,"Väisänen, Leevi",6,Kokoomus,2
322,"Leivo, Oliver",52,Kokoomus,2
323,"Salminen, Alisa",14,Kokoomus,2
324,"Leppämäki, Samuli",5,Kokoomus,2
326,"Vähäsilta, Vilhelm",13,Kokoomus,2
327,"Sorvanto, Mikael",2,Kokoomus,2
328,"Korpinen, Topi",6,Kokoomus,2
329,"Vahla, Einar",16,Kokoomus,2
330,"Elo, Esa",2,Kokoomus,2
331,"Pyykkönen, Mona",2,Kokoomus,2
332,"Koli, Karl",1,Kokoomus,2
333,"Sorto, Lauri",22,Kokoomus,2
334,"Hulkko, Jetro",1,Kokoomus,2
335,"Kolehmainen, Saska",12,Kokoomus,2
336,"Poikkeus, Nea",20,Kokoomus,2
337,"Kareen, Samuel",2,Kokoomus,2
338,"Tupamäki, Binga",9,Kokoomus,2
339,"Takala, Minni",54,Kokoomus,2
340,"Uotila, Mats",9,Kokoomus,2
341,"Mäenpää, Emma",3,Kokoomus,2
342,"TalviOja, Max",6,Kokoomus,2
343,"Vuorinen, Mikael",7,Kokoomus,2
344,"Vanninen, Veera",4,Kokoomus,2
345,"Hakkarainen, Lauri",3,Kokoomus,2
346,"Sopanen, Martta",9,Kokoomus,2
347,"Ahlqvist, Pinja",2,Kokoomus,2
348,"Matti, Aapomikko",2,Kokoomus,2
349,"Kekonen, Aleksanteri",3,Kokoomus,2
350,"Huttu, Mimosa",1,Kokoomus,2
351,"Kouzmitchev, Konstantin",3,Kokoomus,2
352,"Matikainen, Sami",1,Kokoomus,2
353,"Vuornos, Henrik",11,Kokoomus,2
355,"Pajula, Matias",2,Kokoomus,2
356,"Alaraappana, Anna",42,Keskeiset,8
357,"Granqvist, Enni",16,Keskeiset,8
358,"Haarasilta, Hanna",18,Keskeiset,8
359,"Islam, Md Rabiul",4,Keskeiset,8
360,"Kannas, Ninni",22,Keskeiset,8
361,"Kauppila, Josefi",9,Keskeiset,8
362,"Ketvel, Lotta",7,Keskeiset,8
363,"Kojo, Antti",16,Keskeiset,8
364,"Lautamatti, Sonja",1,Keskeiset,8
365,"Lilja, Matias",21,Keskeiset,8
366,"Mustakallio, Heikki",15,Keskeiset,8
367,"Pesola, Tuure",58,Keskeiset,8
368,"Pietilä, Elina",50,Keskeiset,8
369,"Suhonen, Otto",5,Keskeiset,8
54,"Kiuru, Tuomas",0,Osakunnat 1,7
325,"Linnakangas, Jaakko",0,Kokoomus,2
354,"Hyytiä, Henna",0,Kokoomus,2
